duration_in_seconds	recorded_date	participant_id	working_home_time	now_before_eff	now_later_eff	home_office_aspect_1	home_office_aspect_2	home_office_aspect_3	home_office_aspect_4	home_office_aspect_5	home_office_aspect_6	home_office_aspect_7	home_office_aspect_8	home_office_aspect_9	home_office_aspect_10	home_office_aspect_11	home_office_aspect_12	home_office_aspect_13	home_office_aspect_14	home_office_aspect_15	prior_home_prop_1	future_home_prop_1	feasible	position	area_of_research	wokrplace_type	data_coll_remote	gender	age	edu_duties	team_work	office_setup	living_sit	partner_work	work_home_dist	children_2	children_23	children_24	children_25	children_26	children_27	homeschool	childcare_help	need_from_org_1	need_from_org_4	need_from_org_7	need_from_org_9	need_from_org_10	need_from_org_11	number_of_children	future_prior_diff
660	2020-05-12 14:52:50	R_2EyRhWJQiuVahlY	Yes	more efficient	more efficient	3	3	4	4	4	4	2	2	2	4	5	4	5	4	3	30	50	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	Yes	NA	NA	Better computer facilities	NA	NA	NA	NA	0	20
333	2020-05-12 14:54:25	R_25EJlwa4zJiEC7X	Yes	less efficient	less efficient	3	5	5	5	7	5	3	6	3	7	7	4	6	5	5	30	50	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Fully equipped	Single-parent with non-adult child(ren)	Yes	<30 min	0	NA	0	2	0	0	Yes	No	Better communication	NA	NA	NA	NA	NA	2	20
335	2020-05-12 14:56:19	R_2Y3Bo3sZVcCcdUu	Yes	more efficient	more efficient	3	4	3	5	5	4	3	3	3	3	3	3	3	4	4	44	62	No	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living alone	No	<30 min	0	0	0	0	0	0	No	No	Better communication	Better computer facilities	NA	More tips on working from home	NA	NA	0	18
144	2020-05-12 14:57:58	R_UnZvkej45TyZW3T	Yes	similarly efficient	similarly efficient	4	4	4	4	3	3	5	5	5	3	3	3	3	3	3	60	60	Yes	non-academic researcher	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Female	25 - 34	No	Yes	Fully equipped	Living only with partner	Yes	>60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	0
486	2020-05-12 14:58:28	R_2awtVOihaCJCWd3	Yes	more efficient	more efficient	2	2	3	2	6	6	2	2	2	5	2	3	5	6	2	61	39	Yes	associate professor	Life Sciences	None of them	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	1	1	1	0	Yes	Yes	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	NA	3	-22
780	2020-05-12 15:00:46	R_xshObEq0RTMWgHT	Yes	more efficient	more efficient	1	1	1	4	4	4	1	1	1	4	4	4	1	4	1	20	71	Yes	associate professor	Other	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	1	2	0	Yes	No	Better communication	NA	NA	NA	NA	NA	3	51
188	2020-05-12 15:01:05	R_1C88xleI9M7DvA3	Yes	more efficient	more efficient	2	3	3	4	4	6	3	4	4	4	6	2	2	4	4	9	81	Yes	non-academic researcher	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Male	35 - 44	No	Yes	Fully equipped	Living only with partner	Yes	>60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	72
358	2020-05-12 15:02:20	R_302k1E5HYu0lcXS	Yes	similarly efficient	more efficient	4	5	3	6	6	5	4	4	4	7	5	4	3	5	6	9	51	Yes	full professor	Life Sciences	Research and educational institute	No	Male	65 - 74	Yes	Yes	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	0	42
257	2020-05-12 15:04:36	R_3JCA4abPSQKjMPf	Yes	more efficient	similarly efficient	4	2	5	7	7	7	1	1	3	7	7	3	3	6	4	30	50	Yes	associate professor	Social Sciences	Research and educational institute	No	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	1	1	0	0	Yes	Yes	Better communication	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	NA	3	20
572	2020-05-12 15:04:45	R_3n8mM6JLFbI4iRK	Yes	less efficient	less efficient	6	6	4	3	3	4	5	5	5	6	4	2	3	4	4	31	40	No	full professor	Life Sciences	Research and educational institute	No	Male	35 - 44	Yes	No	Underequipped	Living with partner and non-adult child(ren)	No	<30 min	0	0	1	1	1	0	Yes	Yes	NA	Better computer facilities	NA	NA	NA	NA	3	9
539	2020-05-12 15:09:39	R_DNL3NgIDSTSwerL	Yes	similarly efficient	similarly efficient	1	1	1	7	4	4	1	1	1	1	4	4	4	6	4	90	100	Yes	non-academic researcher	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Male	35 - 44	No	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	>60 min	0	0	1	1	0	0	Yes	No	NA	NA	NA	NA	NA	NA	2	10
206	2020-05-12 15:09:52	R_1N9AP8pKazhbIyZ	Yes	similarly efficient	similarly efficient	3	3	3	5	4	4	4	4	4	4	4	4	4	5	4	40	50	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	NA	NA	0	10
249	2020-05-12 15:10:16	R_1msG3irC6rvVenx	Yes	more efficient	more efficient	3	4	2	4	3	5	2	2	5	6	6	6	6	4	5	30	57	Yes	full professor	Other	Research and educational institute	No	Female	55 - 64	Yes	Yes	Fully equipped	Living only with partner	No	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	NA	NA	0	27
392	2020-05-12 15:15:35	R_1pyTpbzrGpPep0u	Yes	similarly efficient	similarly efficient	6	6	4	6	6	6	4	4	3	6	4	4	4	6	4	39	41	Yes	full professor	Life Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	0	0	2	0	Yes	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	2
218	2020-05-12 15:18:45	R_W7OqDZMKiDvFROV	Yes	similarly efficient	similarly efficient	2	4	2	5	6	5	1	1	1	4	1	1	1	3	3	80	80	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	>60 min	1	0	1	0	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	2	0
208	2020-05-12 15:18:55	R_1QyJK9EIoTiHS4g	Yes	similarly efficient	similarly efficient	4	4	5	6	6	6	3	4	4	6	6	4	6	6	5	30	40	Yes	postdoc	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Underequipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	10
582	2020-05-12 15:19:05	R_3rZJpczKh3AE4YK	Yes	less efficient	less efficient	7	7	7	7	7	7	4	4	6	7	7	5	4	7	7	85	71	Yes	full professor	Social Sciences	Research and educational institute	No	Male	65 - 74	Yes	No	Underequipped	Other	No	<30 min	0	1	2	3	2	0	Yes	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	8	-14
284	2020-05-12 15:20:19	R_qIRYCtGWaLDrTGN	Yes	similarly efficient	similarly efficient	2	2	2	6	5	6	1	2	1	7	2	5	3	7	4	75	75	No	postdoc	Other	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	No	Yes	Fully equipped	Living only with partner	Yes	>60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other	0	0
343	2020-05-12 15:23:11	R_1OlWv1hv9029epQ	Yes	similarly efficient	similarly efficient	3	4	4	5	4	6	4	4	4	7	4	2	2	4	4	30	60	Yes	full professor	Life Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Underequipped	Living only with partner	Yes	>60 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	Other	0	30
779	2020-05-12 15:26:23	R_1jWexr1mLRm81cw	Yes	less efficient	more efficient	6	6	6	6	6	6	7	6	7	7	4	6	6	6	2	5	5	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	0	2	0	Yes	No	NA	NA	NA	NA	NA	Other	2	0
11983	2020-05-12 15:29:58	R_2zx0Gyhcnc2kTsx	Yes	more efficient	more efficient	2	2	4	6	6	5	3	3	3	5	4	5	4	5	3	39	50	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	Yes	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	11
187	2020-05-12 15:40:44	R_1Iy3CXhrgYBlEJd	Yes	similarly efficient	similarly efficient	5	6	5	6	7	6	2	2	5	4	5	2	2	6	6	20	40	Yes	full professor	Life Sciences	Research and educational institute	No	Female	45 - 54	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	20
486	2020-05-12 15:41:54	R_6S7fo5BL1m2JORr	Yes	less efficient	less efficient	6	6	6	7	7	7	6	6	4	4	4	4	3	7	3	0	5	Yes	postdoc	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	1	0	0	0	No	No	Better communication	NA	NA	NA	NA	NA	1	5
392	2020-05-12 15:46:35	R_32K2tPGTgBWS0X0	Yes	less efficient	more efficient	1	3	4	5	3	4	2	2	2	7	5	3	5	4	4	26	63	Yes	assistant professor	Life Sciences	Purely research institute	No	Female	35 - 44	No	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	37
1054	2020-05-12 15:52:43	R_2YmoB7qAkOUN97g	No	NA	similarly efficient	1	1	1	4	4	4	1	1	1	4	6	4	1	5	4	81	90	No	full professor	Life Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Fully equipped	Living only with partner	Yes	>60 min	0	0	0	0	0	0	Yes	No	Better communication	Better computer facilities	NA	NA	NA	NA	0	9
939	2020-05-12 15:55:25	R_1jTmrP4TU8VbtB9	Yes	less efficient	less efficient	4	4	5	5	5	5	6	7	3	6	5	4	3	6	4	10	50	Yes	associate professor	Social Sciences	Research and educational institute	No	Female	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	0	1	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	More tips on working from home	Administrative flexibility during lockdowns	NA	1	40
198	2020-05-12 15:57:44	R_3khabLswNzcw4o5	Yes	similarly efficient	similarly efficient	5	5	4	7	7	7	4	4	4	6	5	4	4	6	4	50	50	Yes	full professor	Social Sciences	Research and educational institute	No	Male	55 - 64	No	No	Underequipped	Living only with partner	No	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	0
260	2020-05-12 15:59:20	R_2fuJjYKjGzCuaXs	Yes	similarly efficient	similarly efficient	2	3	1	6	6	6	2	1	1	6	5	4	3	6	5	40	39	No	associate professor	Social Sciences	Research and educational institute	No	Male	45 - 54	Yes	Yes	Fully equipped	Living alone	NA	30-60 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	0	-1
227	2020-05-12 15:59:29	R_31mvG9W5hgpYf2b	Yes	less efficient	less efficient	5	5	6	6	6	5	5	6	4	6	6	5	5	5	5	15	30	Yes	full professor	Social Sciences	Purely educational institute	No	Male	45 - 54	Yes	No	Fully equipped	Other	Yes	<30 min	0	0	0	0	0	2	No	NA	NA	NA	NA	NA	NA	NA	2	15
279	2020-05-12 16:00:43	R_1OlZ6Xn55HW9OLv	Yes	less efficient	similarly efficient	2	2	6	4	2	2	5	7	5	1	3	2	1	4	4	29	41	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	No	Underequipped	Single-parent with non-adult child(ren)	NA	<30 min	0	0	0	1	1	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	Other	2	12
132	2020-05-12 16:01:36	R_3PQYKtq4Zj4AM6V	Yes	less efficient	similarly efficient	5	6	6	7	6	5	4	4	3	7	3	4	4	5	5	7	17	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	Yes	Underequipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other	0	10
287	2020-05-12 16:02:07	R_2S99rMaVxpvuMuj	Yes	less efficient	similarly efficient	6	4	6	5	5	4	5	5	5	4	5	5	5	4	4	15	10	Yes	full professor	Life Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	No	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	1	1	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	2	-5
221	2020-05-12 16:02:30	R_2uDMke9JIscn2XH	Yes	less efficient	less efficient	5	4	5	7	7	7	3	4	3	4	4	6	6	6	5	10	20	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Underequipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	Other	0	10
629	2020-05-12 16:06:44	R_1Fm4gQHsdXBVUyi	Yes	more efficient	more efficient	1	3	2	5	4	6	1	3	1	6	4	3	1	4	4	20	50	Yes	postdoc	Social Sciences	Research and educational institute	No	Male	25 - 34	No	Yes	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	30
743	2020-05-12 16:07:47	R_1PRVo665tGWeqZb	Yes	less efficient	less efficient	3	5	7	5	7	7	6	4	2	4	6	5	2	6	4	20	33	No	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Underequipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	13
200	2020-05-12 16:10:03	R_1r8kovnbuZKsubs	Yes	less efficient	less efficient	4	4	4	3	5	5	5	4	3	4	4	5	5	5	5	40	50	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	No	<30 min	0	0	1	1	0	0	Yes	Yes	NA	NA	NA	NA	NA	NA	2	10
589	2020-05-12 16:10:52	R_1lnLu6M4edVqWBg	Yes	more efficient	more efficient	7	7	7	7	7	6	1	5	1	7	5	1	3	6	6	72	83	Yes	associate professor	Other	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Underequipped	Other	NA	<30 min	0	0	0	0	0	1	No	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	1	11
455	2020-05-12 16:21:55	R_1gkyzieMffje2Qk	No	NA	more efficient	4	6	3	3	5	6	2	2	2	7	4	5	5	5	3	28	40	Yes	associate professor	Other	Research and educational institute	No	Female	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	1	0	1	0	Yes	No	NA	Better computer facilities	NA	NA	NA	Other	2	12
226	2020-05-12 16:22:30	R_1jeQFsGgzvpHJJd	Yes	less efficient	less efficient	6	6	7	6	6	6	5	6	4	6	7	5	5	5	5	30	30	Yes	full professor	Social Sciences	Purely research institute	NA	Male	55 - 64	Yes	No	Fully equipped	Living only with partner	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	0
396	2020-05-12 16:23:53	R_26nVwmOwEYoDrJx	Yes	similarly efficient	more efficient	1	1	1	6	4	4	1	1	1	1	5	1	1	5	4	5	60	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Other	No	<30 min	0	0	0	0	2	0	No	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	55
329	2020-05-12 16:26:27	R_2eOMlb9fTrczN9k	Yes	more efficient	more efficient	1	1	1	3	3	3	1	1	1	5	2	3	1	1	2	20	80	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	65 - 74	Yes	Yes	Fully equipped	Living only with partner	No	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	60
549	2020-05-12 16:32:25	R_3s15ArGYBwAHGue	No	NA	less efficient	5	5	3	6	6	6	3	3	3	6	6	4	3	6	3	30	50	Yes	full professor	Other	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	1	1	0	0	0	No	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	Other	2	20
467	2020-05-12 16:34:34	R_3EPWyZZT6NGduFN	Yes	less efficient	similarly efficient	7	7	7	7	7	7	7	7	7	7	7	2	3	4	7	90	90	No	full professor	Social Sciences	Research and educational institute	No	Female	55 - 64	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	0	2	1	Yes	No	NA	Better computer facilities	NA	NA	NA	NA	3	0
149	2020-05-12 16:38:22	R_OqTY5wW3cwBJZcJ	Yes	less efficient	similarly efficient	4	4	4	6	6	6	4	5	6	4	4	2	2	6	4	40	50	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Underequipped	Living with partner and non-adult child(ren)	No	<30 min	0	0	1	1	0	0	Yes	No	NA	Better computer facilities	NA	NA	NA	NA	2	10
183	2020-05-12 16:39:29	R_1o1oHJfTvXd2aR8	Yes	less efficient	less efficient	5	5	6	7	7	7	6	7	7	7	7	7	4	7	7	9	9	No	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	Yes	Underequipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	More tips on working from home	Administrative flexibility during lockdowns	Other	0	0
199	2020-05-12 16:56:05	R_3qponyjC2HaXTL5	Yes	less efficient	less efficient	6	6	4	7	7	6	2	2	4	6	6	3	2	3	6	8	30	Yes	postdoc	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	No	No	Fully equipped	Living only with partner	No	<30 min	0	0	0	0	0	0	No	No	Better communication	NA	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	0	22
485	2020-05-12 16:58:56	R_2w4V4ZqjyWTLaQu	Yes	less efficient	less efficient	7	6	7	5	6	6	7	7	6	7	6	7	7	4	5	15	10	Yes	full professor	Social Sciences	Research and educational institute	No	Female	45 - 54	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	0	1	0	Yes	No	Better communication	Better computer facilities	Support for problems regarding combining work with family life	More tips on working from home	NA	NA	1	-5
190	2020-05-12 17:00:32	R_3JxsUVhPQw2gP6l	Yes	similarly efficient	more efficient	2	1	2	2	2	2	1	2	1	6	5	1	2	2	1	30	60	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	1	0	0	Yes	Yes	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	1	30
328	2020-05-12 17:01:51	R_1EbRBEgKZiT7Swx	Yes	less efficient	similarly efficient	4	4	4	5	6	6	4	4	4	6	7	6	5	6	6	29	29	Yes	assistant professor	Social Sciences	Research and educational institute	No	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	1	0	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	1	0
275	2020-05-12 17:10:46	R_3EnDPczN75GNTUv	No	NA	similarly efficient	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	90	100	No	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Single-parent with non-adult child(ren)	NA	30-60 min	0	0	0	1	0	0	Yes	Yes	NA	NA	NA	NA	NA	Other	1	10
424	2020-05-12 17:19:16	R_1eLvcP2MxIKDnka	Yes	less efficient	less efficient	4	4	4	5	6	6	4	5	6	4	6	5	6	4	2	37	35	No	full professor	Social Sciences	Research and educational institute	No	Male	55 - 64	Yes	Yes	Fully equipped	Other	Yes	30-60 min	0	0	0	0	1	1	No	Yes	Better communication	Better computer facilities	NA	More tips on working from home	Administrative flexibility during lockdowns	Other	2	-2
110	2020-05-12 17:29:56	R_25t38ZOw3IdWNtV	Yes	similarly efficient	similarly efficient	2	2	3	5	4	5	1	1	2	7	4	3	2	5	2	60	81	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	No	<30 min	1	1	0	0	0	0	No	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	21
396	2020-05-12 17:35:43	R_32QGUkUx0Qibnji	Yes	less efficient	more efficient	3	3	2	5	6	5	1	1	1	7	5	2	6	6	6	30	40	Yes	full professor	Life Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	10
192	2020-05-12 17:42:49	R_3dVRDll4SvLazXJ	Yes	similarly efficient	similarly efficient	1	1	1	3	3	3	1	1	1	4	1	1	1	1	3	80	80	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	No	Underequipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	NA	NA	0	0
359	2020-05-12 17:55:04	R_1GCxTqFEtjvHblu	Yes	similarly efficient	similarly efficient	4	5	3	6	5	5	3	5	3	7	6	4	3	4	4	8	20	Yes	full professor	Social Sciences	Research and educational institute	No	Male	45 - 54	Yes	Yes	Fully equipped	Other	Yes	<30 min	0	0	0	0	0	1	Yes	NA	NA	Better computer facilities	NA	NA	NA	NA	1	12
358	2020-05-12 17:58:40	R_2rYqN2IS3q3C8AS	Yes	more efficient	more efficient	1	2	1	4	4	4	1	1	1	7	6	1	1	4	4	20	75	Yes	associate professor	Social Sciences	Research and educational institute	No	Female	35 - 44	Yes	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	55
159	2020-05-12 18:02:36	R_2R4Dei2xsdzFxJ1	Yes	less efficient	less efficient	6	5	5	7	7	6	4	6	6	4	4	6	7	7	6	100	25	Yes	non-academic researcher	Life Sciences	Purely research institute	Yes (including if someone else does it for me)	Female	35 - 44	No	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	0	1	2	0	Yes	No	NA	NA	NA	NA	NA	NA	3	-75
190	2020-05-12 18:05:55	R_tJzgPfUGHevTArv	Yes	less efficient	less efficient	2	3	2	6	5	5	2	4	5	7	7	4	5	4	4	20	30	No	full professor	Social Sciences	Purely educational institute	No	Male	55 - 64	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	0	10
388	2020-05-12 18:08:53	R_2viaGPE1ijDzJ5v	Yes	less efficient	less efficient	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	19	19	No	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	1	0	0	0	No	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	2	0
941	2020-05-12 18:11:38	R_2sbUrYGDAumC926	Yes	similarly efficient	similarly efficient	5	5	6	7	7	7	4	6	6	7	7	4	5	6	7	20	36	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	16
769	2020-05-12 18:14:57	R_1r6YPAj6AGsgNoH	Yes	less efficient	similarly efficient	6	6	5	6	7	6	4	4	4	7	7	5	7	6	5	20	30	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	No	<30 min	0	0	1	1	2	0	Yes	Yes	NA	NA	NA	NA	NA	NA	4	10
234	2020-05-12 18:15:41	R_29ctPAZt9MS9e56	Yes	less efficient	less efficient	7	7	7	4	4	4	7	7	4	7	5	4	4	7	4	40	40	Yes	associate professor	Social Sciences	Research and educational institute	No	Female	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	1	1	0	0	Yes	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	0
313	2020-05-12 18:31:03	R_r72THlySwaVUjeN	Yes	more efficient	more efficient	2	3	1	5	5	5	1	4	3	4	4	3	2	6	2	60	80	No	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	>60 min	0	0	0	0	2	0	No	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	20
546	2020-05-12 18:32:26	R_5cjvzFv5lclN3yx	Yes	similarly efficient	similarly efficient	3	4	4	4	3	3	4	4	3	3	3	4	4	3	3	42	40	Yes	full professor	Social Sciences	Research and educational institute	No	Female	55 - 64	Yes	No	Fully equipped	Living with parents or other adult family members	No	30-60 min	0	0	0	0	0	0	No	No	NA	NA	NA	More tips on working from home	NA	NA	0	-2
470	2020-05-12 18:38:05	R_09aLbQnPNfIaw6J	Yes	more efficient	similarly efficient	2	2	2	4	4	4	1	2	2	2	3	2	6	4	4	55	60	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	0	5
1440	2020-05-12 18:56:47	R_3niRBtppteHR326	Yes	more efficient	more efficient	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	71	81	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	1	0	0	0	0	0	No	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	1	10
