StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	working_home_time	now_before_eff	now_later_eff	home_office_aspect_1	home_office_aspect_2	home_office_aspect_3	home_office_aspect_4	home_office_aspect_5	home_office_aspect_6	home_office_aspect_7	home_office_aspect_8	home_office_aspect_9	home_office_aspect_10	home_office_aspect_11	home_office_aspect_12	home_office_aspect_13	home_office_aspect_14	home_office_aspect_15	prior_home_prop_1	future_home_prop_1	feasible	position	area_of_research	area_of_research_6_TEXT	wokrplace_type	data_coll_remote	gender	age	edu_duties	team_work	office_setup	living_sit	living_sit_7_TEXT	partner_work	work_home_dist	children_2	children_23	children_24	children_25	children_26	children_27	homeschool	childcare_help	need_from_org_1	need_from_org_4	need_from_org_7	need_from_org_9	need_from_org_10	need_from_org_11	need_from_org_11_TEXT
2020-05-12 11:58:50	2020-05-12 12:06:39	IP Address	100	469	True	2020-05-12 12:06:40	R_xy0yJTCcJQdjvkB	email	EN	Yes	similarly efficient	similarly efficient	5	5	3	5	5	4	3	3	3	6	5	5	"In the office
7
"	5	4	9	20	Yes	associate professor	Social Sciences	NA	Research and educational institute	No	Female	45 - 54	Yes	No	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	0	1	1	0	Yes	No	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-12 12:03:35	2020-05-12 12:07:27	IP Address	100	232	True	2020-05-12 12:07:28	R_2VrM4FwNtghNgHo	email	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	6	6	6	"At home

1
"	"At home

1
"	"At home

1
"	3	"At home

1
"	3	5	6	3	60	80	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:02:01	2020-05-12 12:08:02	IP Address	100	360	True	2020-05-12 12:08:02	R_AumsLcN7vUfLeDf	email	EN	Yes	less efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	6	6	4	6	4	19	51	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	2	0	0	0	0	No	No	NA	NA	NA	NA	NA	Other:	Daycare is key, but that is not an issue for the university
2020-05-12 11:54:43	2020-05-12 12:08:03	IP Address	100	799	True	2020-05-12 12:08:03	R_saOULn8gtIMcoff	email	EN	Yes	similarly efficient	similarly efficient	4	3	2	3	5	4	2	2	2	2	4	3	6	4	4	29	55	Yes	full professor	Other:	Linguistics	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Fully equipped	Single-parent with non-adult child(ren)	NA	NA	<30 min	0	0	0	0	1	0	Yes	No	Better communication	NA	NA	NA	NA	NA	NA
2020-05-12 12:04:59	2020-05-12 12:09:45	IP Address	100	286	True	2020-05-12 12:09:46	R_1IcJy232XXcuUAF	email	EN	Yes	less efficient	similarly efficient	3	3	5	6	6	6	"At home

1
"	"At home

1
"	2	6	4	2	5	5	5	30	61	Yes	full professor	Life Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Fully equipped	Other:	Living with partner and one adult child	Yes	30-60 min	0	0	0	0	1	0	No	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:05:17	2020-05-12 12:10:10	IP Address	100	292	True	2020-05-12 12:10:10	R_BXkeNp5VcqMOYfL	email	EN	Yes	similarly efficient	similarly efficient	5	5	5	4	3	4	3	3	3	4	4	5	6	4	3	61	40	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	Yes	Fully equipped	Living only with partner	NA	No	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:04:47	2020-05-12 12:10:25	IP Address	100	337	True	2020-05-12 12:10:25	R_rd5JMcRWmd3r60x	email	EN	Yes	similarly efficient	similarly efficient	"At home

1
"	"At home

1
"	4	5	6	4	"At home

1
"	"At home

1
"	4	4	4	2	"At home

1
"	4	4	70	70	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:02:16	2020-05-12 12:11:12	IP Address	100	535	True	2020-05-12 12:11:12	R_1ojNN2TETRQKvWu	email	EN	Yes	similarly efficient	similarly efficient	2	2	2	4	6	6	"At home

1
"	"At home

1
"	"At home

1
"	4	4	2	2	4	3	71	60	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	No	Yes	Underequipped	Living alone	NA	NA	<30 min	1	0	0	0	0	0	No	No	Better communication	NA	NA	More tips on working from home	NA	NA	NA
2020-05-12 12:07:58	2020-05-12 12:12:01	IP Address	100	242	True	2020-05-12 12:12:01	R_1mdUZMaNSNgqDPJ	email	EN	Yes	less efficient	less efficient	5	5	6	5	6	5	6	6	6	6	5	6	6	4	4	32	33	No	assistant professor	Other:	Marketing	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	1	0	0	0	0	No	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 11:59:59	2020-05-12 12:13:28	IP Address	100	808	True	2020-05-12 12:13:28	R_WvSqL3DfirG1ZpT	email	EN	Yes	less efficient	less efficient	3	5	2	4	3	5	3	5	2	6	3	"At home

1
"	5	5	3	19	49	Yes	PhD student	Other:	clinical psychology	Purely educational institute	No	Female	35 - 44	No	No	Underequipped	Living alone	NA	NA	30-60 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	NA	NA	NA
2020-05-12 12:08:00	2020-05-12 12:13:40	IP Address	100	339	True	2020-05-12 12:13:40	R_3dFYOE0JReNAChO	email	EN	Yes	similarly efficient	similarly efficient	3	5	4	6	4	4	4	4	4	6	5	4	5	5	4	25	61	Yes	full professor	Social Sciences	NA	Purely research institute	No	Female	55 - 64	No	Yes	Fully equipped	Other:	with partner and adult child	Yes	>60 min	0	0	0	0	0	1	No	No	Better communication	Better computer facilities	NA	NA	NA	NA	NA
2020-05-12 12:04:49	2020-05-12 12:14:07	IP Address	100	557	True	2020-05-12 12:14:07	R_2c5EkBiqmhmpUkV	email	EN	No	NA	similarly efficient	4	4	4	4	6	6	4	4	4	6	4	4	2	5	5	10	30	Yes	associate professor	Life Sciences	NA	Research and educational institute	No	Male	45 - 54	No	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	1	1	0	0	Yes	Yes	NA	NA	NA	NA	NA	Other:	My children's teachers
2020-05-12 12:10:50	2020-05-12 12:15:13	IP Address	100	263	True	2020-05-12 12:15:14	R_1jPRyRlInzUL6iK	email	EN	Yes	less efficient	similarly efficient	6	6	"In the office
7
"	4	4	4	6	6	4	"In the office
7
"	4	5	4	5	4	10	29	Yes	non-academic researcher	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	No	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	1	0	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:09:44	2020-05-12 12:15:49	IP Address	100	364	True	2020-05-12 12:15:49	R_e3xJ6ySf6uXpnc5	email	EN	Yes	less efficient	less efficient	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	6	6	"In the office
7
"	6	30	30	Yes	associate professor	Other:	Statistics	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	0	1	2	0	Yes	No	NA	Better computer facilities	NA	NA	NA	Other:	NA
2020-05-12 11:56:47	2020-05-12 12:17:26	IP Address	100	1239	True	2020-05-12 12:17:27	R_z37d3XUMZd1du6Z	email	EN	Yes	similarly efficient	similarly efficient	3	5	3	6	"In the office
7
"	6	"At home

1
"	3	2	3	6	5	6	6	6	30	40	No	non-academic researcher	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Underequipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:15:56	2020-05-12 12:18:48	IP Address	100	172	True	2020-05-12 12:18:49	R_3oSdgTxOjmnlWS4	email	EN	Yes	similarly efficient	more efficient	5	6	6	4	5	4	6	6	4	"At home

1
"	"In the office
7
"	5	"In the office
7
"	6	6	80	60	Yes	postdoc	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	>60 min	0	0	2	0	0	0	No	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:15:06	2020-05-12 12:19:54	IP Address	100	287	True	2020-05-12 12:19:54	R_21okj9uPxiwYpx8	email	EN	Yes	less efficient	less efficient	4	4	"In the office
7
"	6	"In the office
7
"	"In the office
7
"	5	"In the office
7
"	6	"In the office
7
"	6	6	6	6	4	20	20	No	postdoc	Other:	Psychology	Research and educational institute	No	Female	35 - 44	Yes	No	Fully equipped	Living only with partner	NA	No	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	More tips on working from home	NA	NA	NA
2020-05-12 12:16:07	2020-05-12 12:20:17	IP Address	100	249	True	2020-05-12 12:20:17	R_BzwYsP8zhChG7LP	email	EN	Yes	similarly efficient	similarly efficient	3	4	5	6	5	5	3	3	5	4	6	4	4	6	4	30	29	No	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	No	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	1	1	0	0	Yes	Yes	NA	NA	NA	NA	NA	NA	NA
2020-05-12 12:15:36	2020-05-12 12:20:18	IP Address	100	281	True	2020-05-12 12:20:18	R_1MKu3p8CexvHQnz	email	EN	Yes	similarly efficient	more efficient	2	3	3	6	6	5	2	2	2	6	5	4	2	5	5	20	68	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	2	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:17:41	2020-05-12 12:20:30	IP Address	100	169	True	2020-05-12 12:20:30	R_vOhRCF7iaI3a6D7	email	EN	Yes	similarly efficient	more efficient	3	3	2	6	6	6	2	2	2	4	5	5	4	5	4	20	30	Yes	non-academic researcher	Social Sciences	NA	None of them	Yes (including if someone else does it for me)	Male	25 - 34	No	Yes	Underequipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-12 11:55:24	2020-05-12 12:20:45	IP Address	100	1521	True	2020-05-12 12:20:46	R_1GWHV5fyc4pwltb	email	EN	Yes	less efficient	similarly efficient	"At home

1
"	"At home

1
"	"At home

1
"	2	2	3	"At home

1
"	"At home

1
"	"At home

1
"	4	4	2	6	5	3	55	75	Yes	assistant professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	0	1	0	0	Yes	Yes	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	Other:	Sendin needed items, utensils etc. via a courrier service
2020-05-12 12:15:12	2020-05-12 12:22:54	IP Address	100	461	True	2020-05-12 12:22:54	R_2xF3XmJg6c3lVXy	email	EN	Yes	less efficient	less efficient	"In the office
7
"	"In the office
7
"	"In the office
7
"	6	6	6	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	29	30	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	1	0	0	0	No	No	Better communication	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:20:14	2020-05-12 12:23:19	IP Address	100	184	True	2020-05-12 12:23:19	R_1CpQvOqyLLWaz7U	email	EN	Yes	more efficient	more efficient	2	2	2	6	6	5	"At home

1
"	"At home

1
"	"At home

1
"	6	6	4	4	6	4	11	51	Yes	associate professor	Life Sciences	NA	Research and educational institute	No	Male	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	0	1	0	Yes	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:22:40	2020-05-12 12:26:41	IP Address	100	240	True	2020-05-12 12:26:41	R_vYL3NxzsKKDJfih	email	EN	Yes	similarly efficient	more efficient	4	4	5	6	6	6	3	4	3	4	5	4	4	6	5	25	50	Yes	assistant professor	Social Sciences	NA	Research and educational institute	NA	Male	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	1	0	0	0	0	No	No	NA	NA	NA	NA	NA	NA	NA
2020-05-12 12:24:03	2020-05-12 12:29:12	IP Address	100	308	True	2020-05-12 12:29:12	R_2SiZZTC1zV0QIde	email	EN	Yes	less efficient	more efficient	"At home

1
"	3	"At home

1
"	5	"In the office
7
"	"In the office
7
"	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	6	4	6	6	4	50	50	Yes	assistant professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	No	30-60 min	1	1	0	1	0	0	Yes	Yes	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:26:53	2020-05-12 12:30:19	IP Address	100	206	True	2020-05-12 12:30:19	R_2BxRYCHf0sZo2mO	email	EN	Yes	similarly efficient	similarly efficient	4	4	2	2	2	3	4	4	4	4	4	2	3	"At home

1
"	6	29	50	No	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	Yes	Fully equipped	Living only with partner	NA	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:27:39	2020-05-12 12:31:03	IP Address	100	203	True	2020-05-12 12:31:03	R_1QmVkgl9AhvaV10	email	EN	Yes	more efficient	more efficient	2	2	"At home

1
"	"In the office
7
"	6	5	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	6	4	2	6	6	29	100	Yes	postdoc	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	1	0	2	0	0	Yes	No	NA	NA	NA	NA	NA	NA	NA
2020-05-12 12:31:03	2020-05-12 12:36:39	IP Address	100	335	True	2020-05-12 12:36:39	R_3hxuhpxBgfHpxCJ	email	EN	Yes	less efficient	less efficient	6	6	6	"In the office
7
"	6	6	3	3	5	6	6	3	3	6	5	20	25	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	0	1	1	0	Yes	No	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:32:30	2020-05-12 12:36:45	IP Address	100	255	True	2020-05-12 12:36:45	R_2fkP0MAJPKjhYb6	email	EN	Yes	more efficient	more efficient	4	4	5	6	6	6	3	3	2	4	5	5	6	5	4	30	30	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	No	<30 min	0	1	0	0	0	0	No	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:33:00	2020-05-12 12:38:11	IP Address	100	310	True	2020-05-12 12:38:11	R_2TTTThAGUUqFp2I	email	EN	Yes	similarly efficient	similarly efficient	"At home

1
"	2	3	"In the office
7
"	"In the office
7
"	5	"At home

1
"	"In the office
7
"	"At home

1
"	6	4	"In the office
7
"	4	"In the office
7
"	4	90	50	Yes	full professor	Life Sciences	NA	None of them	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Fully equipped	Living with parents or other adult family members	NA	Yes	<30 min	0	0	0	0	0	1	No	No	NA	NA	NA	NA	NA	Other:	none
2020-05-12 12:37:10	2020-05-12 12:39:16	IP Address	100	126	True	2020-05-12 12:39:16	R_1KdvvaHihOObEFD	email	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	3	4	5	4	"At home

1
"	"At home

1
"	"At home

1
"	4	2	"At home

1
"	"At home

1
"	4	4	30	90	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	No	Fully equipped	Living only with partner	NA	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:35:48	2020-05-12 12:40:22	IP Address	100	274	True	2020-05-12 12:40:23	R_56VmMStL6a71s3v	email	EN	Yes	more efficient	more efficient	2	2	2	5	5	4	2	2	2	2	3	2	2	"In the office
7
"	2	41	20	Yes	full professor	Formal Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	No	Fully equipped	Living alone	NA	NA	>60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-12 12:32:59	2020-05-12 12:42:38	IP Address	100	579	True	2020-05-12 12:42:39	R_2dKD0AaluOOuqcZ	email	EN	Yes	less efficient	less efficient	4	4	5	6	6	6	5	5	4	6	6	4	3	6	6	29	30	Yes	assistant professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	No	30-60 min	0	0	1	0	0	0	Yes	Yes	Better communication	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:40:43	2020-05-12 12:46:27	IP Address	100	343	True	2020-05-12 12:46:27	R_3HZY1Wz2D4e5MhQ	email	EN	Yes	similarly efficient	similarly efficient	"In the office
7
"	"In the office
7
"	4	"In the office
7
"	"In the office
7
"	"In the office
7
"	2	2	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	4	"In the office
7
"	"In the office
7
"	39	50	Yes	full professor	Life Sciences	NA	Research and educational institute	No	Female	35 - 44	Yes	Yes	Underequipped	Single-parent with non-adult child(ren)	NA	NA	30-60 min	0	0	0	2	0	0	Yes	No	Better communication	NA	Support for problems regarding combining work with family life	More tips on working from home	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:39:59	2020-05-12 12:46:58	IP Address	100	418	True	2020-05-12 12:46:58	R_1CxwjWEGytX39ME	email	EN	Yes	similarly efficient	similarly efficient	3	4	"In the office
7
"	5	5	5	4	5	3	5	5	4	4	6	3	19	50	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:42:12	2020-05-12 12:50:41	IP Address	100	509	True	2020-05-12 12:50:42	R_2amYWSCg7zo8Vdu	email	EN	Yes	less efficient	less efficient	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	2	3	"At home

1
"	"At home

1
"	2	"At home

1
"	2	"At home

1
"	2	2	"At home

1
"	75	80	No	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	>60 min	0	0	0	0	2	0	No	No	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-12 12:46:17	2020-05-12 12:50:56	IP Address	100	279	True	2020-05-12 12:50:56	R_1i53MnvTmj2eCwE	email	EN	Yes	less efficient	less efficient	6	6	6	6	6	6	2	2	2	4	2	4	6	6	6	9	50	Yes	assistant professor	Life Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	1	0	0	0	0	Yes	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-12 12:47:56	2020-05-12 12:51:23	IP Address	100	206	True	2020-05-12 12:51:23	R_3FPesFZHm4t2jwV	email	EN	Yes	less efficient	less efficient	"In the office
7
"	6	6	3	6	6	6	6	6	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	37	24	Yes	postdoc	Social Sciences	NA	Purely research institute	Yes (including if someone else does it for me)	Male	25 - 34	No	Yes	Underequipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:49:37	2020-05-12 12:52:35	IP Address	100	177	True	2020-05-12 12:52:35	R_2b2a7lmyy5vNjgh	email	EN	Yes	less efficient	more efficient	4	5	6	"In the office
7
"	"In the office
7
"	"In the office
7
"	3	5	3	6	6	4	5	"In the office
7
"	5	15	40	No	full professor	Life Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	0	1	2	0	Yes	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-12 12:47:11	2020-05-12 12:52:54	IP Address	100	343	True	2020-05-12 12:52:55	R_W7dUoBVzfug2BH3	email	EN	Yes	similarly efficient	more efficient	3	3	2	6	"In the office
7
"	"In the office
7
"	2	2	"At home

1
"	"In the office
7
"	6	3	2	5	4	10	20	Yes	postdoc	Life Sciences	NA	Research and educational institute	No	Male	25 - 34	No	No	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-12 12:49:24	2020-05-12 12:53:38	IP Address	100	254	True	2020-05-12 12:53:39	R_21zwYMSppSOYoxx	email	EN	Yes	less efficient	less efficient	6	6	"In the office
7
"	4	4	4	"In the office
7
"	6	6	4	5	5	5	4	5	13	5	No	non-academic researcher	Social Sciences	NA	Purely research institute	Yes (including if someone else does it for me)	Male	45 - 54	No	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	1	0	1	1	0	0	Yes	Yes	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	Other:	A way of sedating children
2020-05-12 12:51:22	2020-05-12 12:56:24	IP Address	100	302	True	2020-05-12 12:56:24	R_1mr5o2BZW00mxh7	email	EN	Yes	less efficient	less efficient	6	6	6	6	6	6	"At home

1
"	6	"At home

1
"	"In the office
7
"	4	2	4	6	4	26	35	Yes	full professor	Life Sciences	NA	Research and educational institute	No	Female	65 - 74	Yes	Yes	Fully equipped	Living only with partner	NA	No	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:59:40	2020-05-12 13:03:38	IP Address	100	237	True	2020-05-12 13:03:38	R_pMotEkmf0HBNSrD	email	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	3	4	3	"At home

1
"	"At home

1
"	"At home

1
"	5	"At home

1
"	2	"At home

1
"	4	"At home

1
"	33	89	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	No	Yes	Fully equipped	Living only with partner	NA	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 12:59:22	2020-05-12 13:04:41	IP Address	100	318	True	2020-05-12 13:04:41	R_pF83GrwFZWzhO6d	email	EN	Yes	similarly efficient	similarly efficient	5	3	5	"In the office
7
"	"In the office
7
"	"In the office
7
"	2	5	3	"In the office
7
"	3	4	"At home

1
"	"In the office
7
"	3	15	60	Yes	postdoc	Life Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	No	Yes	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 13:02:03	2020-05-12 13:08:24	IP Address	100	380	True	2020-05-12 13:08:24	R_2qeYJ3zEIl7liRu	email	EN	Yes	less efficient	more efficient	6	5	"In the office
7
"	6	"In the office
7
"	"In the office
7
"	6	6	6	"In the office
7
"	4	6	"In the office
7
"	"In the office
7
"	4	14	19	Yes	associate professor	Social Sciences	NA	Research and educational institute	No	Male	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	1	0	1	0	0	Yes	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 13:02:19	2020-05-12 13:08:39	IP Address	100	380	True	2020-05-12 13:08:42	R_1dpg7W4IrJ4l1VR	email	EN	Yes	similarly efficient	similarly efficient	3	5	5	6	6	5	2	6	2	"In the office
7
"	6	5	4	6	5	10	25	Yes	full professor	Life Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	Yes	Underequipped	Living only with partner	NA	No	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 13:07:40	2020-05-12 13:10:40	IP Address	100	180	True	2020-05-12 13:10:40	R_2CjfEY8NMBjcW1H	email	EN	Yes	similarly efficient	similarly efficient	3	5	6	6	6	5	3	2	4	6	4	3	3	5	4	70	70	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	No	No	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-12 13:06:11	2020-05-12 13:11:30	IP Address	100	319	True	2020-05-12 13:11:30	R_2Etv3YiQ2F02p3E	email	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	2	3	3	2	"At home

1
"	"At home

1
"	"At home

1
"	4	"At home

1
"	"At home

1
"	"At home

1
"	4	4	60	60	Yes	associate professor	Social Sciences	NA	Research and educational institute	No	Female	45 - 54	Yes	No	Fully equipped	Living only with partner	NA	No	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
